Family,Genus,Species,Infraspecific rank,Infraspecific epithet,Authorship_edit,edited
Leguminosae,Calicotome,spinosa,subsp.,ligustica,Burnat,Burnat
Leguminosae,Ononis,spinosa,subsp.,antiquorum,(L.) Briq.,(L.) Briq.
Leguminosae,Ononis,spinosa,subsp.,australis,(irj.) Greuter & Burdet,(irj.) Greuter & Burdet
Leguminosae,Ononis,spinosa,subsp.,austriaca,(Beck) Gams,(Beck) Gams
Leguminosae,Ononis,spinosa,subsp.,hircina,(Jacq.) Gams,(Jacq.) Gams
Leguminosae,Ononis,spinosa,subsp.,leiosperma,(Boiss.) Sirj.,(Boiss.) Sirj.
Leguminosae,Ononis,spinosa,subsp.,masquillierii,(Bertol.) Greuter & Burdet,(Bertol.) Greuter & Burdet
Leguminosae,Ononis,spinosa,subsp.,procurrens,(Wallr.) Briq.,(Wallr.) Briq.
Pittosporaceae,Bursaria,spinosa,subsp.,lasiophylla,"(E.M.Benn.) L.W.Cayzer, Crisp & I.Telford","(E.M.Benn.) L.W.Cayzer, Crisp & I.Telford"
Cactaceae,Mammillaria,spinosissima,subsp.,pilcayensis,(Bravo) D.R. Hunt,(Bravo) D.R. Hunt
Cactaceae,Mammillaria,spinosissima,subsp.,tepoxtlana,D.R. Hunt,D.R. Hunt
Leguminosae,Hedysarum,spinosissimum,subsp.,capitatum,(Rouy) Asch. & Graebn.,(Rouy) Asch. & Graebn.
Compositae,Echinops,spinosissimus,subsp.,bithynicus,(Boiss.) Greuter,(Boiss.) Greuter
Compositae,Echinops,spinosissimus,subsp.,bovei,(Boiss.) Greuter,(Boiss.) Greuter
Compositae,Echinops,spinosissimus,subsp.,fontqueri,(Pau) Greuter,(Pau) Greuter
Compositae,Echinops,spinosissimus,subsp.,macrolepis,(Boiss.) Greuter,(Boiss.) Greuter
Compositae,Echinops,spinosissimus,subsp.,neumayeri,(Vis.) Kouharov,(Vis.) Kouharov
Rubiaceae,Exostema,spinosum,subsp.,tortuense,(Urb.) Borhidi,(Urb.) Borhidi
Rutaceae,Zanthoxylum,spinosum,subsp.,domingense,(Krug & Urb.) Reynel,(Krug & Urb.) Reynel
Rutaceae,Zanthoxylum,spinosum,subsp.,hartii,(Krug & Urb.) Reynel,(Krug & Urb.) Reynel
Rutaceae,Zanthoxylum,spinosum,subsp.,jamaicense,(P. Wilson) Reynel,(P. Wilson) Reynel
Rutaceae,Zanthoxylum,spinosum,subsp.,venosum,(Leonard) Reynel,(Leonard) Reynel
Leguminosae,Acacia,spirorbis,subsp.,solandri,(Benth.) Pedley,(Benth.) Pedley
Proteaceae,Leucadendron,spissifolium,subsp.,natalense,I.J. Williams,I.J. Williams
Proteaceae,Leucadendron,spissifolium,subsp.,phillipsii,I.J. Williams,I.J. Williams
Convolvulaceae,Calystegia,spithamaea,subsp.,purshiana,(Wherry) Brummitt,(Wherry) Brummitt
Convolvulaceae,Calystegia,spithamaea,subsp.,stans,(Michx.) Brummitt,(Michx.) Brummitt
Convolvulaceae,Convolvulus,spithamaeus,subsp.,catesbeianus,(Pursh) Wherry,(Pursh) Wherry
Orchidaceae,Orchis,spitzelii,subsp.,cazorlensis,(Lacaita) D.Rivera & Lopez Velez,(Lacaita) D.Rivera & Lopez Velez
Orchidaceae,Orchis,spitzelii,subsp.,nitidifolia,(W.P.Teschner) So,(W.P.Teschner) So
Apiaceae,Dethawia,splendens,subsp.,cantabrica,(A.Bols) Kergulen,(A.Bols) Kergulen
Apocynaceae,Raphionacme,splendens,subsp.,bingeri,(A.Chev.) Venter,(A.Chev.) Venter
Fouquieriaceae,Fouquieria,splendens,subsp.,campanulata,(Nash) Henr.,(Nash) Henr.
Leguminosae,Liparia,splendens,subsp.,comantha,(Eckl. & Zeyh.) Bos & de Wit,(Eckl. & Zeyh.) Bos & de Wit
Polemoniaceae,Saltugilia,splendens,subsp.,grantii,(Brand) L.A. Johnson,(Brand) L.A. Johnson
Poaceae,Saccharum,spontaneum,subsp.,aegyptiacum,(Willd.) Hack.,(Willd.) Hack.
Moraceae,Sorocea,sprucei,subsp.,saxicola,(Hassl.) C.C.Berg,(Hassl.) C.C.Berg
Compositae,Centaurea,spruneri,subsp.,guicciardii,(Boiss.) Hayek,(Boiss.) Hayek
Leguminosae,Trigonella,spruneriana,subsp.,hierosolymitana,(Boiss.) Ponert,(Boiss.) Ponert
Leguminosae,Trigonella,spruneriana,subsp.,mesopotamica,(Hub.-Mor.) Ponert,(Hub.-Mor.) Ponert
Iridaceae,Iris,spuria,subsp.,carthaliniae,(Fomin) B.Mathew,(Fomin) B.Mathew
Iridaceae,Iris,spuria,subsp.,demetrii,(Achv. & Mirzoeva) B.Mathew,(Achv. & Mirzoeva) B.Mathew
Iridaceae,Iris,spuria,subsp.,maritima,(Dykes) P.Fourn.,(Dykes) P.Fourn.
Iridaceae,Iris,spuria,subsp.,musulmanica,(Fomin) Takht.,(Fomin) Takht.
Plantaginaceae,Kickxia,spuria,subsp.,integrifolia,(Brot.) R.Fern.,(Brot.) R.Fern.
Rubiaceae,Galium,spurium,subsp.,africanum,Verdc.,Verdc.
Rubiaceae,Galium,spurium,subsp.,ibicinum,(Boiss. & Hausskn.) Ehrend.,(Boiss. & Hausskn.) Ehrend.
Compositae,Leptinella,squalida,subsp.,mediana,(D.G.Lloyd) D.G.Lloyd & C.J.Webb,(D.G.Lloyd) D.G.Lloyd & C.J.Webb
Compositae,Senecio,squalidus,subsp.,aethnensis,(DC.) Greuter,(DC.) Greuter
Compositae,Senecio,squalidus,subsp.,araneosus,(Emb. & Maire) Alexander,(Emb. & Maire) Alexander
Compositae,Senecio,squalidus,subsp.,aurasiacus,(Batt. & Trab.) Alexander,(Batt. & Trab.) Alexander
Compositae,Senecio,squalidus,subsp.,chrysanthemifolius,(Poir.) Greuter,(Poir.) Greuter
Compositae,Senecio,squalidus,subsp.,microglossus,(Guss.) Arcang.,(Guss.) Arcang.
Compositae,Senecio,squalidus,subsp.,rupestris,(Waldst. & Kit.) Greuter,(Waldst. & Kit.) Greuter
Compositae,Senecio,squalidus,subsp.,sardous,(Fiori) Greuter,(Fiori) Greuter
Rutaceae,Nematolepis,squamea,subsp.,coriacea,(Paul G. Wilson) Paul G. Wilson,(Paul G. Wilson) Paul G. Wilson
Rutaceae,Nematolepis,squamea,subsp.,retusa,(Hook.) Paul G. Wilson,(Hook.) Paul G. Wilson
Caprifoliaceae,Cephalaria,squamiflora,subsp.,balearica,(Coss. ex Willk.) Greuter,(Coss. ex Willk.) Greuter
Caprifoliaceae,Cephalaria,squamiflora,subsp.,mediterranea,(Viv.) Pignatti,(Viv.) Pignatti
Boraginaceae,Lappula,squarrosa,subsp.,heteracantha,(Ledeb.) Chater,(Ledeb.) Chater
Papaveraceae,Argemone,squarrosa,subsp.,glabrata,Ownbey,Ownbey
Proteaceae,Dryandra,squarrosa,subsp.,argillacea,A.S.George,A.S.George
Sapindaceae,Acer,stachyophyllum,subsp.,betulifolium,(Maxim.) P.C.DeJong,(Maxim.) P.C.DeJong
Myrtaceae,Verticordia,staminosa,subsp.,cylindracea,A.S.George,A.S.George
Ericaceae,Arctostaphylos,stanfordiana,subsp.,decumbens,(P.V.Wells) P.V.Wells,(P.V.Wells) P.V.Wells
Apocynaceae,Ceropegia,stapeliiformis,subsp.,serpentina,(E.A.Bruce) R.A.Dyer,(E.A.Bruce) R.A.Dyer
Amaryllidaceae,Allium,stearnianum,subsp.,vanense,Kollmann & Koyuncu,Kollmann & Koyuncu
Campanulaceae,Monopsis,stellarioides,subsp.,schimperana,(Urb.) Thulin,(Urb.) Thulin
Moraceae,Ficus,stellaris,subsp.,pallida,(Corner) C.C.Berg,(Corner) C.C.Berg
Saxifragaceae,Saxifraga,stellaris,subsp.,engleri,(Dalla Torre) P.Fourn.,(Dalla Torre) P.Fourn.
Caprifoliaceae,Scabiosa,stellata,subsp.,simplex,(Desf.) Cout.,(Desf.) Cout.
Dipterocarpaceae,Shorea,stellata,subsp.,poilanei,(Tardieu) Y.K. Yang & J.K. Wu,(Tardieu) Y.K. Yang & J.K. Wu
Rosaceae,Rosa,stellata,subsp.,abyssa,A.M.Phillips,A.M.Phillips
Leguminosae,Trifolium,stellatum,subsp.,adpressum,(Turrill) Ponert,(Turrill) Ponert
Leguminosae,Trifolium,stellatum,subsp.,longiflorum,(Gris.) Ponert,(Gris.) Ponert
Compositae,Hieracium,stelligerum,subsp.,albulum,(Boreau) Zahn,(Boreau) Zahn
Compositae,Hieracium,stelligerum,subsp.,girerdii,(Gottschl.) Greuter,(Gottschl.) Greuter
Compositae,Taraxacum,stenocephalum,subsp.,daralagesicum,(Schischk.) Kirschner & t?pnek,(Schischk.) Kirschner & t?pnek
Euphorbiaceae,Euphorbia,stenoclada,subsp.,ambatofinandranae,(Leandri) Cremers,(Leandri) Cremers
Orchidaceae,Platanthera,stenoglossa,subsp.,iriomotensis,(Masam.) K.Inoue,(Masam.) K.Inoue
Apocynaceae,Schizoglossum,stenoglossum,subsp.,flavum,(N.E. Br.) Kupicha,(N.E. Br.) Kupicha
Polygalaceae,Polygala,stenopetala,subsp.,casuarina,(Chodat) Paiva,(Chodat) Paiva
Crassulaceae,Sedum,stenopetalum,subsp.,monanthum,(Suksd.) R.T. Clausen,(Suksd.) R.T. Clausen
Orchidaceae,Satyrium,stenopetalum,subsp.,brevicalcaratum,(Bolus) A.V.Hall,(Bolus) A.V.Hall
Annonaceae,Annona,stenophylla,subsp.,cuneata,(Oliv.) N.Robson,(Oliv.) N.Robson
Annonaceae,Annona,stenophylla,subsp.,longipetiolata,(R.E.Fr.) N.Robson,(R.E.Fr.) N.Robson
Annonaceae,Annona,stenophylla,subsp.,nana,(Exell) N.Robson,(Exell) N.Robson
Cyperaceae,Carex,stenophylla,subsp.,stenophylloides,(V.I.Krecz.) T.V.Egorova,(V.I.Krecz.) T.V.Egorova
Leguminosae,Aspalathus,stenophylla,subsp.,garciana,Benth.,Benth.
Rubiaceae,Fadogia,stenophylla,subsp.,odorata,(K.Krause) Verdc.,(K.Krause) Verdc.
Xanthorrhoeaceae,Eremurus,stenophyllus,subsp.,ambigens,(Vved.) Wendelbo,(Vved.) Wendelbo
Xanthorrhoeaceae,Eremurus,stenophyllus,subsp.,aurantiacus,(Baker) Wendelbo,(Baker) Wendelbo
Brassicaceae,Farsetia,stenoptera,subsp.,boivinii,(E.Fourn.) Jonsell,(E.Fourn.) Jonsell
Compositae,Nicolasia,stenoptera,subsp.,makarikariensis,(Bremek. & Oberm.) Merxm.,(Bremek. & Oberm.) Merxm.
Onagraceae,Ludwigia,stenorraphe,subsp.,macrosepala,(Brenan) P.H. Raven,(Brenan) P.H. Raven
Onagraceae,Ludwigia,stenorraphe,subsp.,reducta,(Brenan) P.H. Raven,(Brenan) P.H. Raven
Rubiaceae,Pavetta,stenosepala,subsp.,kisarawensis,(Bremek.) Bridson,(Bremek.) Bridson
Plantaginaceae,Veronicastrum,stenostachyum,subsp.,plukenetii,(T. Yamaz.) D.Y. Hong,(T. Yamaz.) D.Y. Hong
Aizoaceae,Conophytum,stephanii,subsp.,helmutii,(Lavis) S.A.Hammer,(Lavis) S.A.Hammer
Sapindaceae,Acer,sterculiaceum,subsp.,franchetii,(Pax) A.E.Murray,(Pax) A.E.Murray
Sapindaceae,Acer,sterculiaceum,subsp.,thomsonii,(Miq.) A.E.Murray,(Miq.) A.E.Murray
Poaceae,Avena,sterilis,subsp.,atherantha,(C. Presl) H. Scholz,(C. Presl) H. Scholz
Poaceae,Avena,sterilis,subsp.,ludoviciana,(Durieu) Gillet & Magne,(Durieu) Gillet & Magne
Caryophyllaceae,Dianthus,sternbergii,subsp.,marsicus,(Ten.) Pignatti,(Ten.) Pignatti
Leguminosae,Astragalus,stevenianus,subsp.,glochideus,Scischk. ex Sobolevsk.,Scischk. ex Sobolevsk.
Leguminosae,Astragalus,stevenianus,subsp.,kochianus,(Sosn.) Takht.,(Sosn.) Takht.
Leguminosae,Astragalus,stevenianus,subsp.,meskheticus,(Manden.) Sytin,(Manden.) Sytin
Campanulaceae,Campanula,stevenii,subsp.,alberti,(Trautv.) Victorov,(Trautv.) Victorov
Campanulaceae,Campanula,stevenii,subsp.,altaica,(Ledeb.) Fed.,(Ledeb.) Fed.
Campanulaceae,Campanula,stevenii,subsp.,beauverdiana,(Fomin) Rech.f. & Schiman-Czeika,(Fomin) Rech.f. & Schiman-Czeika
Campanulaceae,Campanula,stevenii,subsp.,turczaninovii,(Fed.) Victorov,(Fed.) Victorov
Campanulaceae,Campanula,stevenii,subsp.,wolgensis,(P.A.Smirn.) Fed.,(P.A.Smirn.) Fed.
Elaeocarpaceae,Sloanea,steyermarkii,subsp.,autanae,(Steyerm.) Steyerm.,(Steyerm.) Steyerm.
Elaeocarpaceae,Sloanea,steyermarkii,subsp.,jauaensis,(Steyerm.) Steyerm.,(Steyerm.) Steyerm.
Compositae,Anthemis,stiparum,subsp.,sabulicola,(Pomel) Oberpr.,(Pomel) Oberpr.
Compositae,Willemetia,stipitata,subsp.,albanica,(Kmmerle & Jv.) Kirschnerov,(Kmmerle & Jv.) Kirschnerov
Gentianaceae,Gentiana,stipitata,subsp.,tizuensis,(Franch.) T.N.Ho,(Franch.) T.N.Ho
Poaceae,Aristida,stipitata,subsp.,graciliflora,(Pilg.) Melderis,(Pilg.) Melderis
Poaceae,Aristida,stipitata,subsp.,ramifera,(Pilg.) Melderis,(Pilg.) Melderis
Poaceae,Aristida,stipitata,subsp.,robusta,(Stent & J.M.Rattray) Melderis,(Stent & J.M.Rattray) Melderis
Poaceae,Aristida,stipitata,subsp.,spicata,(De Winter) Melderis,(De Winter) Melderis
Leguminosae,Astragalus,stipitatus,subsp.,angustifructus,Podlech,Podlech
Geraniaceae,Pelargonium,stipulaceum,subsp.,ovato-stipulatum,(Knuth) Vorster,(Knuth) Vorster
Rubiaceae,Mycetia,stipulata,subsp.,macrostachya,(Hook.f.) Deb,(Hook.f.) Deb
Orchidaceae,Agrostophyllum,stipulatum,subsp.,bicuspidatum,(J.J.Sm.) Schuit.,(J.J.Sm.) Schuit.
Compositae,Hieracium,stirovacense,subsp.,durmitoricum,(Rohlena & Zahn) Greuter,(Rohlena & Zahn) Greuter
Compositae,Hieracium,stirovacense,subsp.,mirificissimum,(Rohlena & Zahn) Greuter,(Rohlena & Zahn) Greuter
Compositae,Hieracium,stirovacense,subsp.,pieperi,(Zahn) Greuter,(Zahn) Greuter
Myrtaceae,Corymbia,stockeri,subsp.,peninsularis,(K.D.Hill & L.A.S.Johnson) A.R.Bean,(K.D.Hill & L.A.S.Johnson) A.R.Bean
Lamiaceae,Teucrium,stocksianum,subsp.,gabrielae,(Bornm.) Rech.f.,(Bornm.) Rech.f.
Lamiaceae,Teucrium,stocksianum,subsp.,incanum,(Hedge & Lamond) Rech.f.,(Hedge & Lamond) Rech.f.
Lamiaceae,Teucrium,stocksianum,subsp.,patulum,(Hedge & Lamond) Rech.f.,(Hedge & Lamond) Rech.f.
Compositae,Centaurea,stoebe,subsp.,australis,(Pan?i? ex A.Kern.) Greuter,(Pan?i? ex A.Kern.) Greuter
Compositae,Centaurea,stoebe,subsp.,serbica,(Prodan) Ochsmann,(Prodan) Ochsmann
Proteaceae,Conospermum,stoechadis,subsp.,sclerophyllum,(Lindl.) E.M.Benn.,(Lindl.) E.M.Benn.
Compositae,Helichrysum,stoechas,subsp.,barrelieri,(Ten.) Nyman,(Ten.) Nyman
Lamiaceae,Lavandula,stoechas,subsp.,luisieri,(Rozeira) Rozeira,(Rozeira) Rozeira
Droseraceae,Drosera,stolonifera,subsp.,monticola,Lowrie & N.G.Marchant,Lowrie & N.G.Marchant
Poaceae,Agrostis,stolonifera,subsp.,eu-alba,(Litard.) Emb. & Maire,(Litard.) Emb. & Maire
Typhaceae,Sparganium,stoloniferum,subsp.,choui,(D.Yu) K.Sun,(D.Yu) K.Sun
Cactaceae,Echinocereus,stramineus,subsp.,occidentalis,(N.P.Taylor) N.P.Taylor,(N.P.Taylor) N.P.Taylor
Cactaceae,Eriosyce,strausiana,subsp.,pachacoensis,(Rausch) Ferryman,(Rausch) Ferryman
Asparagaceae,Agave,striata,subsp.,falcata,(Engelm.) Gentry,(Engelm.) Gentry
Malvaceae,Alcea,striata,subsp.,rufescens,(Boiss.) Cullen,(Boiss.) Cullen
Orobanchaceae,Pedicularis,striata,subsp.,arachnoidea,(Franch.) Tsoong,(Franch.) Tsoong
Sapindaceae,Tina,striata,subsp.,trijuga,(Radlk.) Capuron,(Radlk.) Capuron
Vitaceae,Cissus,striata,subsp.,argentina,(Suess.) Lombardi,(Suess.) Lombardi
Malvaceae,Hibiscus,striatus,subsp.,lambertianus,(Kunth) O.J.Blanch.,(Kunth) O.J.Blanch.
Arecaceae,Geonoma,stricta,subsp.,arundinacea,(Mart.) A.J.Hend.,(Mart.) A.J.Hend.
Campanulaceae,Adenophora,stricta,subsp.,aurita,(Franch.) D.Y.Hong & S.Ge,(Franch.) D.Y.Hong & S.Ge
Campanulaceae,Adenophora,stricta,subsp.,confusa,(Nannf.) D.Y.Hong,(Nannf.) D.Y.Hong
Campanulaceae,Adenophora,stricta,subsp.,sessilifolia,D.Y.Hong,D.Y.Hong
Caryophyllaceae,Bufonia,stricta,subsp.,cecconiana,(Bald.) Rech.f.,(Bald.) Rech.f.
Compositae,Solidago,stricta,subsp.,gracillima,(Torr. & A.Gray) Semple,(Torr. & A.Gray) Semple
Cyperaceae,Fuirena,stricta,subsp.,chlorocarpa,(Ridl.) Lye,(Ridl.) Lye
Onagraceae,Oenothera,stricta,subsp.,altissima,W. Dietr.,W. Dietr.
Rubiaceae,Asperula,stricta,subsp.,latibracteata,(Boiss.) Ehrend.,(Boiss.) Ehrend.
Droseraceae,Drosera,stricticaulis,subsp.,eremaea,(N.G.Marchant & Lowrie) Schlauer,(N.G.Marchant & Lowrie) Schlauer
Boraginaceae,Echium,strictum,subsp.,exasperatum,(Webb ex Coincy) Bramwell,(Webb ex Coincy) Bramwell
Boraginaceae,Echium,strictum,subsp.,gomerae,(Pit.) Bramwell,(Pit.) Bramwell
Caryophyllaceae,Dianthus,strictus,subsp.,multipunctatus,(Ser.) Mouterde ex Greuter & Burdet,(Ser.) Mouterde ex Greuter & Burdet
Caryophyllaceae,Dianthus,strictus,subsp.,troodi,(Post) B.F.Osoriol & Seraphim ex Greuter & Burdet,(Post) B.F.Osoriol & Seraphim ex Greuter & Burdet
Caryophyllaceae,Dianthus,strictus,subsp.,velutinus,(Boiss.) Mouterde ex Greuter & Burdet,(Boiss.) Mouterde ex Greuter & Burdet
Boraginaceae,Anchusa,strigosa,subsp.,macrophylla,Riedl,Riedl
Boraginaceae,Anchusa,strigosa,subsp.,tonsa,Bornm.,Bornm.
Centrolepidaceae,Centrolepis,strigosa,subsp.,pulvinata,(R.Br.) D.A.Cooke,(R.Br.) D.A.Cooke
Compositae,Picris,strigosa,subsp.,canescens,(Steven) Lack,(Steven) Lack
Compositae,Picris,strigosa,subsp.,goniocaula,(Boiss.) Lack,(Boiss.) Lack
Ericaceae,Lissanthe,strigosa,subsp.,subulata,(R. Br.) J.M. Powell,(R. Br.) J.M. Powell
Brassicaceae,Alyssum,strigosum,subsp.,cedrorum,(Schott & Kotschy) Dudley,(Schott & Kotschy) Dudley
Compositae,Amellus,strigosus,subsp.,scabridus,(DC.) Rommel,(DC.) Rommel
Pinaceae,Pinus,strobiformis,subsp.,veitchii,(Roezl) Frankis,(Roezl) Frankis
Ephedraceae,Ephedra,strobilacea,subsp.,microbracteata,(Ghahr.) Freitag & Maier-St.,(Ghahr.) Freitag & Maier-St.
Costaceae,Dimerocostus,strobilaceus,subsp.,gutierrezii,(Kuntze) Maas,(Kuntze) Maas
Leguminosae,Indigofera,strobilifera,subsp.,lanuginosa,(Baker f.) J.B.Gillett,(Baker f.) J.B.Gillett
Compositae,Xanthium,strumarium,subsp.,brasilicum,(Vell.) O.Bols & Vigo,(Vell.) O.Bols & Vigo
Compositae,Xanthium,strumarium,subsp.,sibiricum,(Patrin ex Widder) Greuter,(Patrin ex Widder) Greuter
Onocleaceae,Matteuccia,struthiopteris,subsp.,sinuata,(Thunb.) . Lve & D. Lve,(Thunb.) . Lve & D. Lve
Caryophyllaceae,Gypsophila,struthium,subsp.,hispanica,(Willk.) G.Lpez,(Willk.) G.Lpez
Amaryllidaceae,Crinum,stuhlmannii,subsp.,delagoense,(I.Verd.) Kwembeya & Nordal,(I.Verd.) Kwembeya & Nordal
Araceae,Amorphophallus,stuhlmannii,subsp.,congoensis,(A.D.Hawkes) Ittenb.,(A.D.Hawkes) Ittenb.
Cyperaceae,Mesomelaena,stygia,subsp.,deflexa,(Kk.) K.L.Wilson,(Kk.) K.L.Wilson
Juncaceae,Juncus,stygius,subsp.,americanus,(Buchenau) Hultn,(Buchenau) Hultn
Orchidaceae,Habenaria,stylites,subsp.,johnsonii,(Rolfe) Summerh.,(Rolfe) Summerh.
Boraginaceae,Anchusa,stylosa,subsp.,spruneri,(Boiss.) Nyman,(Boiss.) Nyman
Boraginaceae,Lindelofia,stylosa,subsp.,pterocarpa,(Rupr.) Kamelin,(Rupr.) Kamelin
Celastraceae,Celastrus,stylosus,subsp.,glaber,D.Hou,D.Hou
Hypericaceae,Hypericum,styphelioides,subsp.,clarense,Lippold,Lippold
Boraginaceae,Heliotropium,suaveolens,subsp.,bocconei,(Guss.) Brummitt,(Guss.) Brummitt
Lamiaceae,Mentha,suaveolens,subsp.,timija,(Coss. ex Briq.) Harley,(Coss. ex Briq.) Harley
Crassulaceae,Crassula,subacaulis,subsp.,erosula,(N.E.Br.) Toelken,(N.E.Br.) Toelken
Cucurbitaceae,Momordica,subangulata,subsp.,renigera,(Wall. ex G.Don) W.J.de Wilde,(Wall. ex G.Don) W.J.de Wilde
Campanulaceae,Wahlenbergia,subaphylla,subsp.,scoparia,(Wild) Thulin,(Wild) Thulin
Amaranthaceae,Halothamnus,subaphyllus,subsp.,charifii,(Aellen) Kothe-Heinr.,(Aellen) Kothe-Heinr.
Amaranthaceae,Halothamnus,subaphyllus,subsp.,psammophilus,(Botsch.) Kothe-Heinr.,(Botsch.) Kothe-Heinr.
Phyllanthaceae,Phyllanthus,subapicalis,subsp.,sequoiifolius,(Jabl.) G.L.Webster,(Jabl.) G.L.Webster
Compositae,Heterotheca,subaxillaris,subsp.,latifolia,(Buckley) Semple,(Buckley) Semple
Leguminosae,Crotalaria,subcapitata,subsp.,oreadum,(Baker f.) Polhill,(Baker f.) Polhill
Campanulaceae,Delissea,subcordata,subsp.,obtusifolia,(Wawra) Lammers,(Wawra) Lammers
Araceae,Anthurium,subcordatum,subsp.,chlorocardium,(Standl. & L.O.Williams) Croat,(Standl. & L.O.Williams) Croat
Compositae,Scorzonera,suberosa,subsp.,cariensis,(Boiss.) D.F.Chamb.,(Boiss.) D.F.Chamb.
Leguminosae,Astragalus,suberosus,subsp.,ancyleus,(Boiss.) V.A.Matthews,(Boiss.) V.A.Matthews
Leguminosae,Astragalus,suberosus,subsp.,haarbachii,(Spruner) V.A.Matthews,(Spruner) V.A.Matthews
Leguminosae,Astragalus,suberosus,subsp.,mersinensis,(irj.) V.A. Matthews,(irj.) V.A. Matthews
Cactaceae,Eriosyce,subgibbosa,subsp.,clavata,(Shrens ex K.Schum.) Katt.,(Shrens ex K.Schum.) Katt.
Cactaceae,Eriosyce,subgibbosa,subsp.,nigrihorrida,(Backeb.) Katt.,(Backeb.) Katt.
Cactaceae,Eriosyce,subgibbosa,subsp.,vallenarensis,(F.Ritter) Katt.,(F.Ritter) Katt.
Cactaceae,Eriosyce,subgibbosa,subsp.,wagenknechtii,(F.Ritter) Katt.,(F.Ritter) Katt.
Amaryllidaceae,Allium,subhirsutum,subsp.,obtusitepalum,(Svent.) G.Kunkel,(Svent.) G.Kunkel
Orobanchaceae,Castilleja,subinclusa,subsp.,franciscana,(Pennell) T.I.Chuang & Heckard,(Pennell) T.I.Chuang & Heckard
Elaeocarpaceae,Elaeocarpus,submonoceras,subsp.,fusicarpus,(Elmer) Weibel,(Elmer) Weibel
Elaeocarpaceae,Elaeocarpus,submonoceras,subsp.,lasionyx,(Stapf ex Ridl.) Weibel,(Stapf ex Ridl.) Weibel
Elaeocarpaceae,Elaeocarpus,submonoceras,subsp.,oliganthus,(Merr.) Coode,(Merr.) Coode
Elaeocarpaceae,Elaeocarpus,submonoceras,subsp.,oxypyren,(Koord. & Valeton) Weibel,(Koord. & Valeton) Weibel
Elaeocarpaceae,Elaeocarpus,submonoceras,subsp.,procerus,(DC.) Weibel,(DC.) Weibel
Anacampserotaceae,Anacampseros,subnuda,subsp.,lubbersii,(Bleck) Gerbaulet,(Bleck) Gerbaulet
Compositae,Hieracium,subrosulatum,subsp.,phrygum,Bornm. & Zahn,Bornm. & Zahn
Zingiberaceae,Aframomum,subsericeum,subsp.,glaucophyllum,(K.Schum.) Lock,(K.Schum.) Lock
Lamiaceae,Satureja,subspicata,subsp.,liburnica,ili?,ili?
Compositae,Hieracium,substellatum,subsp.,floccibifidum,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,substellatum,subsp.,simonkaianum,Zahn,Zahn
Compositae,Hieracium,substellatum,subsp.,sublacteum,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,substellatum,subsp.,tordanum,(Zahn) Zahn,(Zahn) Zahn
Cactaceae,Austrocylindropuntia,subulata,subsp.,exaltata,(A.Berger) D.R.Hunt,(A.Berger) D.R.Hunt
Heliconiaceae,Heliconia,subulata,subsp.,gracilis,(Petersen) L.Andersson,(Petersen) L.Andersson
Geraniaceae,Pelargonium,suburbanum,subsp.,bipinnatifidum,(Harv.) Boucher,(Harv.) Boucher
Rubiaceae,Kohautia,subverticillata,subsp.,eritreensis,(Bremek.) D.Mantell ex Puff,(Bremek.) D.Mantell ex Puff
Leguminosae,Sesbania,sudanica,subsp.,occidentalis,J.B.Gillett,J.B.Gillett
Orobanchaceae,Pedicularis,sudetica,subsp.,scopulorum,(A. Gray) Hultn,(A. Gray) Hultn
Compositae,Calendula,suffruticosa,subsp.,balansae,(Boiss. & Reut.) Ohle,(Boiss. & Reut.) Ohle
Compositae,Calendula,suffruticosa,subsp.,boissieri,Lanza,Lanza
Compositae,Calendula,suffruticosa,subsp.,fulgida,(Raf.) Guadagno,(Raf.) Guadagno
Compositae,Calendula,suffruticosa,subsp.,lusitanica,(Boiss.) Ohle,(Boiss.) Ohle
Compositae,Calendula,suffruticosa,subsp.,monardii,(Boiss. & Reut.) Ohle,(Boiss. & Reut.) Ohle
Compositae,Calendula,suffruticosa,subsp.,tlemcensis,Ohle,Ohle
Leguminosae,Medicago,suffruticosa,subsp.,leiocarpa,(Benth.) Urb.,(Benth.) Urb.
Resedaceae,Reseda,suffruticosa,subsp.,barrelieri,"(Bertol. ex Muller) Fern. Casas, Molero & J. Pujadas","(Bertol. ex Muller) Fern. Casas, Molero & J. Pujadas"
Linaceae,Linum,suffruticosum,subsp.,salsoloides,(Lam.) Rouy,(Lam.) Rouy
Onagraceae,Gaura,suffulta,subsp.,nealleyi,(J.M.Coult.) P.H.Raven & D.P.Greg.,(J.M.Coult.) P.H.Raven & D.P.Greg.
Aquifoliaceae,Ilex,sugerokii,subsp.,longipedunculata,(Maxim.) Makino,(Maxim.) Makino
Apocynaceae,Duvalia,sulcata,subsp.,seminuda,(Lavranos) Meve,(Lavranos) Meve
Apocynaceae,Secamone,sulfurea,subsp.,stylosa,(Klack.) Klack.,(Klack.) Klack.
Cactaceae,Opuntia,sulphurea,subsp.,brachyacantha,(F. Ritter) P.J. Braun & Esteves,(F. Ritter) P.J. Braun & Esteves
